Point_ID,UTM_E,UTM_N,DATUM,ELEV,Transect_ID,Point_no,YR_Treated,Treatment_Description,FACTS_ID,Sale_Name
EMPAID_2WS08,9999,9999,NAD83 Z11,1409.42,EMPAID_2WS,8,2016,"PNF MIS transect, Rx burn 2012, 2016 noted during visit 1 (27 May 2016), 2017, 2019","1200310003, 1600310002, 1700310011, 1900310004","WARM SPRINGS BLOCK 5, WARM SPRING Rx SPRING 2016, WRF 11, WARM SPRING Rx 2019"
EMPAID_2WS09,9999,9999,NAD83 Z11,1394.33,EMPAID_2WS,9,2010,"Warm Springs Fuels Reduction, Commercial thin noted in FACTS - completed date 30 Nov 2010, Pre-commercial thin completed 6/30/2011, Rx burn 2012, 2016 noted during visit 1 (27 May 2016), 2017, 2019","1016940002, 1016940006, 1200310003, 1600310002, 1700310011, 1900310004","WARM SPRINGS FUELS REDUCTION 4 and 38, WARM SPRINGS BLOCK 5, WARM SPRING Rx SPRING 2016, WRF 11, WARM SPRING Rx 2019"
EMPAID_2WS10,9999,9999,NAD83 Z11,1390.19,EMPAID_2WS,10,2010,"Warm Springs Fuels Reduction, Commercial thin noted in FACTS - completed date 30 Nov 2010, Pre-commercial thin completed 7/29/2011, Rx burn 2012, 2016, 2017, 2019","1016940004, 1200310003, 1600310002, 1700311016, 1900310004","WARM SPRINGS FUELS REDUCTION 6, WARM SPRINGS BLOCK 5, WARM SPRING Rx SPRING 2016, WRF 11, WARM SPRING Rx 2019"
EMPAID_A01,550784.629,4959401.019,NAD83 Z11,1427.47,EMPAID_CW-A,1,2016,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS- date completed 14 Feb 2016 (150m ONLY), thinning completed 8/12/2016 (150m ONLY)","1303941000, 1304041055",SHINGLE HALL RESTORATION STEWARDSHIP 01 and 214
EMPAID_A02,550752.632,4959119.305,NAD83 Z11,1437.96,EMPAID_CW-A,2,2016,"CFLR prescription, Blue Harv/Burn, Harvest noted during visit 1 survey (24 May 2016), commercial thin reported in FACTS- date completed 14 Feb 2016, thinning completed 6/23/2017","1303941000, 1304041065",SHINGLE HALL RESTORATION STEWARDSHIP 01 and 246
EMPAID_A03,550758.21,4958815.045,NAD83 Z11,1450.45,EMPAID_CW-A,3,2016,"CFLR prescription, Blue Harv/Burn, Harvest noted during visit 1 survey (24 May 2016), commercial thin reported in FACTS- date completed 14 Feb 2016, MILL CK Rx completed 9/30/2018","1303941000, 1800310001","SHINGLE HALL RESTORATION STEWARDSHIP 01, MILL CK Rx BURN 2018"
EMPAID_A04,550754.446,4958513.658,NAD83 Z11,1421.69,EMPAID_CW-A,4,2013,"CFLR prescription, Blue Harv/Burn, Harvest noted during visit 1 survey (24 May 2016), commercial thin reported in FACTS- date completed 12 Dec 2013 (unit 108, 150m ONLY) and 14 Feb 2016 (unit 13), MILL CK Rx BURN completed 9/30/2018","1203941000, 1303941011, 1800310001","Cottonwood 108, SHINGLE HALL RESTORATION STEWARDSHIP 13, Mill Ck Rx 2018"
EMPAID_A05,550755.199,4958206.236,NAD83 Z11,1419.8,EMPAID_CW-A,5,2013,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 12 Dec 2013, Rx Burn completed  4/10/2016 (150m ONLY)","1203941000, 1600310001","Cottonwood 108, MILL Ck Rx 2016"
EMPAID_A06,551053.608,4958517.134,NAD83 Z11,1471.73,EMPAID_CW-A,6,2013,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 12 Dec 2013 (150m ONLY), completed 15 Jan 2014; pre-commercial thin completed 7/14/2014 (150m ONLY), Mill Ck Rx Burn 2018 completed 9/30/2018","1204041000, 1203941000, 1800310001","Cottonwood 6 and 108, Mill Ck Rx 2018"
EMPAID_A07,551361.513,4958509.377,NAD83 Z11,1482.32,EMPAID_CW-A,7,2014,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 15 Jan 2014, Mill Ck Rx Burn 2018 completed 9/30/2018","1204041000, 1800310001","Cottonwood 6, Mill Ck Rx 2018"
EMPAID_A08,551349.321,4958212.355,NAD83 Z11,1432.58,EMPAID_CW-A,8,2013,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 12 Dec 2013, Mill Ck Rx Burn 2018 completed 9/30/2018","1205341001, 1800310001","Cottonwood 85,  Mill Ck Rx 2018"
EMPAID_A09,551355.552,4957908.811,NAD83 Z11,1471.15,EMPAID_CW-A,9,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 26 Aug 2015, Mill Ck Rx Burn 2018 completed 9/30/2018","1205441000, 1800310001","Cottonwood 101,  Mill Ck Rx 2018"
EMPAID_A10,551651.205,4957898.969,NAD83 Z11,1510.69,EMPAID_CW-A,10,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 26 Aug 2015, pre-commercial thin completed 8/3/2016, Mill Ck Rx Burn 2018 completed 9/30/2018","1205441000, 1800310001","Cottonwood 101,  Mill Ck Rx 2018"
EMPAID_B01,551656.682,4957311.843,NAD83 Z11,1516.66,EMPAID_CW-B,1,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 26 Aug 2015, pre-commercial thin completed 8/3/2016","1205441000, 1800310001","Cottonwood 101,  Mill Ck Rx 2018"
EMPAID_B02,551652.798,4957615.586,NAD83 Z11,1500.97,EMPAID_CW-B,2,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 26 Aug 2015, pre-commercial thin completed 8/3/2016","1205441000, 1800310001","Cottonwood 101,  Mill Ck Rx 2018"
EMPAID_B03,551941.176,4957615.498,NAD83 Z11,1592.58,EMPAID_CW-B,3,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 26 Aug 2015, pre-commercial thin completed 8/3/2016","1205441000, 1800310001","Cottonwood 101,  Mill Ck Rx 2018"
EMPAID_B04,552247.506,4957622.518,NAD83 Z11,1592.74,EMPAID_CW-B,4,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 26 Aug 2015, pre-commercial thin completed 8/3/2016","1205441000, 1800310001","Cottonwood 101,  Mill Ck Rx 2018"
EMPAID_B05,552556.133,4957912.625,NAD83 Z11,1623.57,EMPAID_CW-B,5,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin (harvest) reported in FACTS as completed 26 Aug 2015, pre-commercial thin completed 8/3/2016","1205441000, 1800310001","Cottonwood 101,  Mill Ck Rx 2018"
EMPAID_B06,552864.37,4957932.528,NAD83 Z11,1632.71,EMPAID_CW-B,6,999,"CFLR Control, no harvest",,
EMPAID_B07,553448.072,4958215.483,NAD83 Z11,1799.51,EMPAID_CW-B,7,999,"CFLR Control, no harvest",,
EMPAID_B08,553741.331,4957899.154,NAD83 Z11,1750.14,EMPAID_CW-B,8,999,"CFLR Control, no harvest",,
EMPAID_B09,553742.844,4957577.346,NAD83 Z11,1748.65,EMPAID_CW-B,9,999,"CFLR Control, no harvest",,
EMPAID_B10,553731.168,4957288.195,NAD83 Z11,1711.79,EMPAID_CW-B,10,999,"CFLR Control, no harvest",,
EMPAID_BR01,525711,4987968,NAD83 Z11,1470.84,EMPAID_BR,1,999,PNF MIS transect,,
EMPAID_BR02,9999,9999,NAD83 Z11,1499.41,EMPAID_BR,2,999,PNF MIS transect,,
EMPAID_BR03,9999,9999,NAD83 Z11,1526.55,EMPAID_BR,3,999,PNF MIS transect,,
EMPAID_BR04,9999,9999,NAD83 Z11,1547.93,EMPAID_BR,4,999,PNF MIS transect,,
EMPAID_BR05,9999,9999,NAD83 Z11,1515.97,EMPAID_BR,5,999,PNF MIS transect,,
EMPAID_BR06,9999,9999,NAD83 Z11,1565.49,EMPAID_BR,6,999,PNF MIS transect,,
EMPAID_BR07,9999,9999,NAD83 Z11,1625.31,EMPAID_BR,7,999,PNF MIS transect,,
EMPAID_BR08,9999,9999,NAD83 Z11,1615.02,EMPAID_BR,8,999,PNF MIS transect,,
EMPAID_BR09,9999,9999,NAD83 Z11,1625.98,EMPAID_BR,9,999,PNF MIS transect,,
EMPAID_BR10,9999,9999,NAD83 Z11,1641.84,EMPAID_BR,10,999,PNF MIS transect,,
EMPAID_CU01,526684,9999,NAD83 Z11,1726.14,EMPAID_CU,1,999,PNF MIS transect,,
EMPAID_CU02,9999,9999,NAD83 Z11,1708.5,EMPAID_CU,2,999,PNF MIS transect,,
EMPAID_CU03,9999,9999,NAD83 Z11,1677.98,EMPAID_CU,3,999,PNF MIS transect,,
EMPAID_CU04,9999,9999,NAD83 Z11,1662.84,EMPAID_CU,4,999,PNF MIS transect,,
EMPAID_CU05,525381.45,4991522.431,NAD83 Z11,1608.23,EMPAID_CU,5,999,PNF MIS transect,,
EMPAID_CU06,525074.513,4991672.802,NAD83 Z11,1593.69,EMPAID_CU,6,2011,"PNF MIS transect, Commercial thin and thinning for Haz fuels reduction noted in FACTS - completed date for BOTH 20 Sep 2011 (150m ONLY), Burned Piled Material completed 12/1/2014 (150m ONLY)",1037040010,CUPRUM FUELS REDUCTION STEWARDSHIP unit 53
EMPAID_CU07,524781.844,4991631.069,NAD83 Z11,1592.38,EMPAID_CU,7,2011,"PNF MIS transect, Commercial thin and thinning for Haz fuels reduction noted in FACTS - completed date for BOTH 20 Sep 2011, Burned Piled Material completed 12/1/2014 (150m ONLY)","1037040012, 1037040010",CUPRUM FUELS REDUCTION STEWARDSHIP units 24 and 53
EMPAID_CU08,524494.754,4991576.479,NAD83 Z11,1561.3,EMPAID_CU,8,2011,"PNF MIS transect, Commercial thin and thinning for Haz fuels reduction noted in FACTS - completed date for BOTH 20 Sep 2011","1037040006, 1037040014",CUPRUM FUELS REDUCTION STEWARDSHIP units 12 and 39
EMPAID_CU09,524184.41,4991517.194,NAD83 Z11,1586.09,EMPAID_CU,9,2011,"PNF MIS transect, Commercial thin and thinning for Haz fuels reduction noted in FACTS - completed date for BOTH 20 Sep 2011","1037040003, 1037040006",CUPRUM FUELS REDUCTION STEWARDSHIP units 8 and 12
EMPAID_CU10,523865.687,4991317.883,NAD83 Z11,1585.18,EMPAID_CU,10,2011,"PNF MIS transect, Commercial thin and thinning for Haz fuels reduction noted in FACTS - completed date for BOTH 20 Sep 2011, (unit 8, 150m ONLY)","1037040002, 1037040003",CUPRUM FUELS REDUCTION STEWARDSHIP units 7 and 8
EMPAID_D01,549548.917,4956717.243,NAD83 Z11,1257.74,EMPAID_CW-D,1,2014,"CFLR Prescription, Commercial thin and pre-commercial thin noted in FACTS - completed date 12 Feb 2014 and 3 Aug 2014 (150m ONLY), underburn completed 10 Apr 2016",1205541000,Cottonwood 113
EMPAID_D02,549259.85,4956702.543,NAD83 Z11,1232.91,EMPAID_CW-D,2,2014,"CFLR Prescription, Commercial thin and pre-commercial thin noted in FACTS - completed date 12 Feb 2014 and 3 Aug 2014 (unit 114, 150m ONLY), underburn completed 10 Apr 2016","1205541000, 1205541001",Cottonwood units 113 and 114
EMPAID_D03,548951.203,4956714.859,NAD83 Z11,1207.79,EMPAID_CW-D,3,2014,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 12 Feb 2014 (150m ONLY)",1205541001,Cottonwood 114
EMPAID_D04,548336.231,4956409.51,NAD83 Z11,1203.62,EMPAID_CW-D,4,2014,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 12 Feb 2014 and 28 Sep 2014 (unit 453, 150m ONLY)","1205541001, 1400310010","Cottonwood 114, SHINGLE FUELS THIN UNIT 453"
EMPAID_D05,548645.677,4956412.819,NAD83 Z11,1246.23,EMPAID_CW-D,5,2014,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 12 Feb 2014",1205541001,Cottonwood 114
EMPAID_D06,548948.36,4956412.606,NAD83 Z11,1304.46,EMPAID_CW-D,6,2014,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 12 Feb 2014",1205541001,Cottonwood 114
EMPAID_D07,549246.946,4956405.99,NAD83 Z11,1309.17,EMPAID_CW-D,7,2014,"CFLR Prescription, Commercial thin and pre-commercial thin noted in FACTS - completed date 12 Feb 2014 and 3 Aug 2014 (units 113 and 114, 150m ONLY), underburn completed 10 Apr 2016","1205541000, 1205541001",Cottonwood units 113 and 114
EMPAID_D08,549551.937,4956422.778,NAD83 Z11,1307.11,EMPAID_CW-D,8,2016,"CFLR Control, no harvest, Low intensity underburn noted in FACTS - completed date 10 Apr 2016",1600310001,Mill Creek Rx - spring 2016
EMPAID_D09,549251.143,4956117.934,NAD83 Z11,1363.68,EMPAID_CW-D,9,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 20 Sep 2015",1205541003,Cottonwood 122
EMPAID_D10,549254.548,4955798.988,NAD83 Z11,1343.58,EMPAID_CW-D,10,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 20 Sep 2015",1205541003,Cottonwood 122
EMPAID_DL01,528652.165,4979473.124,NAD83 Z11,1537.59,EMPAID_DL,1,999,PNF MIS transect,,
EMPAID_DL02,528910.706,4979639.513,NAD83 Z11,1521.74,EMPAID_DL,2,999,PNF MIS transect,,
EMPAID_DL03,529118.607,4979778.591,NAD83 Z11,1531.28,EMPAID_DL,3,999,PNF MIS transect,,
EMPAID_DL04,529407.301,4980060.407,NAD83 Z11,1512.88,EMPAID_DL,4,999,PNF MIS transect,,
EMPAID_DL05,529684.538,4980206.03,NAD83 Z11,1500.15,EMPAID_DL,5,999,PNF MIS transect,,
EMPAID_DL06,529893.892,4980402.416,NAD83 Z11,1427.55,EMPAID_DL,6,999,PNF MIS transect,,
EMPAID_DL07,529970.808,4980672.76,NAD83 Z11,1403.55,EMPAID_DL,7,999,PNF MIS transect,,
EMPAID_DL08,529993.66,4981015.773,NAD83 Z11,1377.11,EMPAID_DL,8,999,PNF MIS transect,,
EMPAID_DL09,529955.206,4981323.744,NAD83 Z11,1361.93,EMPAID_DL,9,999,PNF MIS transect,,
EMPAID_DL10,529971.021,4981607.918,NAD83 Z11,1345.09,EMPAID_DL,10,999,PNF MIS transect,,
EMPAID_E01,551634.094,4956686.338,NAD83 Z11,1513.83,EMPAID_CW-E,1,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 1 Oct 2015, pre-commercial thin completed date - 3 Aug 2016, low intensity underburn 30 Sep 2018",1205641003,Cottonwood 127
EMPAID_E02,551953.803,4956708.911,NAD83 Z11,1601.88,EMPAID_CW-E,2,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 1 Oct 2015, pre-commercial thin - completed date - 3 Aug 2016, low intensity underburn 30 Sep 2018",1205641002,Cottonwood 103
EMPAID_E03,552248.778,4956715.544,NAD83 Z11,1678.23,EMPAID_CW-E,3,2014,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 1 Oct 2015, pre-commercial thin - completed date - 3 Aug 2016 for units 102 (150m ONLY) and 103, low intensity underburn 30 Sep 2018, Unit 426 thinning for fuels reduction completed date 28 Sep 2014","1205641002, 1216841001, 1400310003","Cottonwood units 103 and 102, SHINGLE FUELS THIN 426"
EMPAID_E04,552249.429,4956419.688,NAD83 Z11,1652.18,EMPAID_CW-E,4,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 1 Oct 2015, pre-commercial thin completed date - 3 Aug 2016, low intensity underburn 30 Sep 2018",1216841001,Cottonwood 102
EMPAID_E05,552586.944,4956109.086,NAD83 Z11,1741.64,EMPAID_CW-E,5,999,"CFLR Control, no harvest",,
EMPAID_E06,552262.53,4955513.918,NAD83 Z11,1764.81,EMPAID_CW-E,6,2015,"CFLR Control, no harvest w/in 50m, Commercial thin and pre-commercial thin noted in FACTS - completed date 15 Oct 2015, 5 May 2018 underburn, 26 Jul 2018 Mesa Fire",1217341007,Cottonwood 30
EMPAID_E07,552546.779,4955515.319,NAD83 Z11,1732.51,EMPAID_CW-E,7,2015,"CFLR prescription, Blue Harv/Burn, Pre-commercial thin noted in FACTS - completed date 11 Jul 2015 for unit 28 (150m ONLY), Commercial thin/Pre-commercial thin reported in FACTS - completed date 15 Oct 2015, 5 May 2018 underburn, 26 July 2018 Mesa Fire","1217341006, 1217341007",Cottonwood units 28 and 30
EMPAID_E08,552848.385,4955517.083,NAD83 Z11,1771.18,EMPAID_CW-E,8,2015,"CFLR prescription, Pre-commercial thin noted in FACTS - completed date 11 Jul 2015 (150m ONLY), 5 May 2018 underburn (150m ONLY), 26 July 2018 Mesa Fire (150m ONLY)",1217341006,Cottonwood 28
EMPAID_E09,553158.493,4955511.265,NAD83 Z11,1771.8,EMPAID_CW-E,9,999,"CFLR Control, no harvest",,
EMPAID_E10,552850.13,4954893.47,NAD83 Z11,1726.86,EMPAID_CW-E,10,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin reported in FACTS - completed date 15 Oct 2015, Pre-commercial thin noted in FACTS - completed date 3 Aug 2016, underburn 5 May 2018",1206741000,Cottonwood 54
EMPAID_F01,553151.076,4954009.799,NAD83 Z11,,EMPAID_CW-F,1,2015,"CFLR prescription, Pre-commercial thin noted in FACTS - completed date 11 Jul 2015 (150m ONLY)",1207041001,Cottonwood 25
EMPAID_F02,553157.936,4954317.014,NAD83 Z11,,EMPAID_CW-F,2,2015,"CFLR prescription, Pre-commercial thin noted in FACTS - completed date 11 Jul 2015",1207041001,Cottonwood 25
EMPAID_F03,552851.253,4954317.408,NAD83 Z11,,EMPAID_CW-F,3,2015,"CFLR prescription, Pre-commercial thin noted in FACTS - completed date 11 Jul 2015",1207041001,Cottonwood 25
EMPAID_F04,552553.048,4954293.082,NAD83 Z11,,EMPAID_CW-F,4,2015,"CFLR prescription, Pre-commercial thin noted in FACTS - completed date 11 Jul 2015, low intensity underburn 5 May 2018",1207041001,Cottonwood 25
EMPAID_F05,552224.495,4954315.862,NAD83 Z11,,EMPAID_CW-F,5,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin noted in FACTS - completed date 1 Nov 2015, Pre-commercial thin noted 3 Aug 2016, low intensity underburn 5 May 2018, 26 Jul 2018 Mesa Fire","1217341000, 1217341004",Cottonwood units 51 and 24
EMPAID_F06,551923.104,4954027.338,NAD83 Z11,,EMPAID_CW-F,6,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin noted in FACTS - completed date 1 Nov 2015 (150m ONLY), Pre-commercial thin noted 3 Aug 2016 (150m ONLY), low intensity underburn 5 May 2018, 26 Jul 2018 Mesa Fire",1217341000,Cottonwood 51
EMPAID_F07,551364.951,4953413.985,NAD83 Z11,,EMPAID_CW-F,7,2015,"CFLR prescription, Red Harv/Burn, Commercial thin noted in FACTS - completed date 15 Nov 2015, 5 May 2018 underburn (150m ONLY), 26 Jul 2018 Mesa Fire",1217341001,Cottonwood 80
EMPAID_F08,551322.794,4952849.76,NAD83 Z11,,EMPAID_CW-F,8,2018,"CFLR Control, 5 May 2018 underburn (150m ONLY), 26 Jul 2018 Mesa Fire",1800310002,Cookhouse Spring Rx 2018
EMPAID_F09,551651.389,4952819.323,NAD83 Z11,,EMPAID_CW-F,9,2016,"CFLR prescription, Blue Harv/Burn, Commercial thin noted in FACTS - completed date 1 Jun 2016, Pre-commercial thin noted completed 3 Aug 2016, 5 May 2018 underburn, 26 Jul 2018 Mesa Fire",1207441001,Cottonwood 61
EMPAID_F10,551341.559,4952519.076,NAD83 Z11,,EMPAID_CW-F,10,2016,"CFLR prescription, Blue Harv/Burn, Commercial thin noted in FACTS - completed date 1 Jun 2016, Pre-commercial thin noted completed 3 Aug 2016, 5 May 2018 underburn, 26 Jul 2018 Mesa Fire",1207441000,Cottonwood 55
EMPAID_G01,551354.756,4950734.435,NAD83 Z11,1399.56,EMPAID_CW-G,1,2018,"CFLR Control, 5 May 2018 underburn, 26 Jul 2018 Mesa Fire, 2019 Mesa Salvage - completed 10 Jun 2019","1800310002, 1907941005","Cookhouse Spring Rx 2018, MESA FIRE SALVAGE UNIT 5"
EMPAID_G02,551067.227,4950425.518,NAD83 Z11,1442.31,EMPAID_CW-G,2,2018,"CFLR Control, 5 May 2018 underburn, 26 Jul 2018 Mesa Fire",1800310002,Cookhouse Spring Rx 2018
EMPAID_G03,551045.785,4950715.285,NAD83 Z11,1404.34,EMPAID_CW-G,3,2018,"CFLR Control, 5 May 2018 underburn, 26 Jul 2018 Mesa Fire",1800310002,Cookhouse Spring Rx 2018
EMPAID_G04,551032.848,4951010.917,NAD83 Z11,1325.64,EMPAID_CW-G,4,2014,"CFLR Thinning for Hazardous Fuels Reduction noted in FACTS - competed date 3 Oct 2014 (150m ONLY), 5 May 2018 underburn (150m ONLY), 26 Jul 2018 Mesa Fire, 2019 Mesa Salvage - completed 15 Feb 2019 and 10 Jun 2019 (150m ONLY)","1800310002, 1907941005, 1907941058, 1907941016","Cookhouse Spring Rx 2018, MESA FIRE SALVAGE UNITS 5, 58, 16"
EMPAID_G05,550750.571,4951015.833,NAD83 Z11,1307.66,EMPAID_CW-G,5,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin noted in FACTS - completed date 1 Nov 2015, 26 Jul 2018 Mesa Fire, 2019 Mesa Salvage completed 15 Feb 2019","1207941000, 1907941004, 1907941058, 1907941016","Cottonwood 64,  MESA FIRE SALVAGE UNITS 4, 16, and 58"
EMPAID_G06,550686.797,4950721.271,NAD83 Z11,1289.84,EMPAID_CW-G,6,2014,"CFLR prescription, Blue Harv/Burn, Commercial thin noted in FACTS - no completion date, Precommercial thin - completion date 3 Aug 2016, 26 Jul 2018 Mesa Fire, 2019 Mesa Salvage (15 Jun 2019), Thinning for Haz Fuels in FACTS - completed date 3 Oct 2014 (150m ONLY), 5 May 2018 underburn","1207941001, 1500310010, 1800310002, 1907941004","Cottonwood 65, COTTONWOOD THIN UNIT 410, Cookhouse Spring Rx 2018, MESA FIRE SALVAGE UNIT 4"
EMPAID_G07,550752.829,4949832.092,NAD83 Z11,1242.96,EMPAID_CW-G,7,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin noted in FACTS - completed date 1 Dec 2015, Pre-commercial thin 3 Aug 2016, 26 Jul 2018 Mesa Fire, 2019 Mesa Salvage (15 Feb 2019), 5 May 2018 underburn","1207941002, 1800310002, 1907941003, 1907941055","Cottonwood 71, Cookhouse Spring Rx 2018, MESA FIRE SALVAGE UNITS 3 and 55"
EMPAID_G08,550763.612,4949226.003,NAD83 Z11,1238.41,EMPAID_CW-G,8,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin noted in FACTS - completed date 15 Dec 2015, Pre-commercial thin (3 Aug 2016), 26 Jul 2018 Mesa Fire, 2019 Mesa Salvage (15 Feb 2019), Thinning for Haz Fuels in FACTS - completed date 3 Oct 2014, 5 May 2018 underburn","1208041001, 1800310002, 1907941002, 1907941059","Cottonwood 72, Cookhouse Spring Rx 2018, MESA FIRE SALVAGE UNITS 2 and 59"
EMPAID_G09,551643.957,4949509.683,NAD83 Z11,1396.78,EMPAID_CW-G,9,2015,"CFLR prescription, Blue Harv/Burn, Commercial thin noted in FACTS - completed date 1 Nov 2015, Pre-commercial thin (23 Jun 2016), 26 Jul 2018 Mesa Fire, 2019 Mesa Salvage (unit 68 completed?-no date), 5 May 2018 underburn","1208041000, 1800310002, 1907941068","Cottonwood 62, Cookhouse Spring Rx 2018, MESA FIRE SALVAGE UNIT 68"
EMPAID_G10,551606.431,4949826.338,NAD83 Z11,1420.89,EMPAID_CW-G,10,2018,"CFLR Control, 26 Jul 2018 Mesa Fire, 5 May 2018 underburn",1800310002,Cookhouse Spring Rx 2018
EMPAID_H01,564551.099,4980121.955,NAD83 Z11,1500.29,EMPAID_RB-H,1,2016,"CFLR prescription, Thin, Commercial thin noted in FACTS - completed date 1 Jul 2016, 10 May 2017 underburn","1234743009, 1700612511","Rockybear 127, MEADOWS 4 2025-I"
EMPAID_H02,564548.114,4979824.125,NAD83 Z11,1493.12,EMPAID_RB-H,2,2016,"CFLR prescription, Thin, Commercial thin noted in FACTS - completed date 1 Jul 2016, 10 May 2017 underburn","1234743009, 1700612511","Rockybear 127, MEADOWS 4 2025-I"
EMPAID_H03,564239.813,4979821.754,NAD83 Z11,1518.55,EMPAID_RB-H,3,2016,"CFLR prescription, Thin, Commercial thin noted in FACTS - completed date 1 Jul 2016, 4 May 2017 underburn","1234743006, 123473008, 1700610101","Rockybear 123, Rockybear 125, MEADOWS 4 2001-H"
EMPAID_H04,564251.845,4980114.929,NAD83 Z11,1525.3,EMPAID_RB-H,4,2016,"CFLR prescription, Thin, Commercial thin noted in FACTS - completed date 1 Jul 2016, 4 May and 10 May 2017 underburns","1234743006, 1700610101, 1700610102, 1700612511","Rockybear 123, MEADOWS 4 2001-H, MEADOWS 4 2001-HP, MEADOWS 4 2025-I"
EMPAID_H05,563944.935,4980112.9,NAD83 Z11,1504.4,EMPAID_RB-H,5,2014,"CFLR prescription, Thin, Commercial thin noted in FACTS - completed date 15 Aug 2014 (150m ONLY, unit 72), 1 Jul 2016 (unit 123), Pre-commercial thin noted- completed date 29 May 2015 (unit 72, 150m ONLY), pile burning 21 Oct 2016 (unit 72, 150m ONLY), underburn 4 and 10 May 2017","1234743006, 1234643002, 1700610101, 1700612802","Rockybear 123, MEADOWS SLOPE 4- UNIT 72, MEADOWS 4 2001-H, MEADOWS 4 1028-D"
EMPAID_H06,563948.213,4979813.432,NAD83 Z11,1485.97,EMPAID_RB-H,6,2014,"CFLR prescription, Thin, Commercial thin noted in FACTS - completed date 1 Jul 2016 (unit 123), 20 Jun 2014 (UNIT 78), Pre-commercial thin noted 18 Jul 2014 (unit 78), pile burning 21 Oct 2016,  4 May and 10 May 2017 underburns (150m ONLY)","1234743006, 1234743001, 1700610101, 1700612802","Rockybear 123, MEADOWS SLOPE 4- unit 78, MEADOWS 4 2001-H, MEADOWS 4 1028-D"
EMPAID_H07,563662.954,4979804.36,NAD83 Z11,1428.91,EMPAID_RB-H,7,2014,"CFLR prescription, Thin, Commercial thin noted in FACTS - completed date 20 Jun 2014 (units 79 and 78), 16 May 2014 (unit 75), and 15 Aug 2014 (unit 73), underburn completed 5 Apr and 10 May 2017","1234743002, 1234643003, 1234743000, 1234743001, 1700611029, 1700611502","MEADOWS SLOPE 4- units 79, 73, 75, and 78, Rocky Bear 122, MEADOWS 4 1029-E NORTH, MEADOWS 4 2015-G"
EMPAID_H08,563344.626,4979523.731,NAD83 Z11,1462.27,EMPAID_RB-H,8,2014,"CFLR prescription, Thin, Commercial thin noted in FACTS - completed date 20 Jun 2014 (unit 79, 150m ONLY) and 1 Jul 2016 (UNITS 119 AND 118), UNDERBURN NOTED COMPLETED 5 APR AND 8 MAY 2017","1234743003, 1234743004, 1234743002, 1700611502, 1700611501","Rockybear 118, Rockybear 119, MEADOWS SLOPE 4- unit 79, MEADOWS 4 2015-G, MEADOWS 4 2015-F"
EMPAID_H09,563049.098,4978919.893,NAD83 Z11,1374.99,EMPAID_RB-H,9,999,"CFLR Control, no harvest",,
EMPAID_H10,562750.466,4978915.372,NAD83 Z11,1380.48,EMPAID_RB-H,10,999,"CFLR Control, no harvest",,
EMPAID_I01,563956.093,4978018.919,NAD83 Z11,1554.21,EMPAID_RB-I,1,2014,"CFLR prescription, Thin, Pre-commercial thin noted in FACTS - completed date 15 May 2014, Commercial thin noted-completed date 28 Sep 2015, underburn noted 16 Sep 2019","1234843007, 1900610021","Rockybear 110, ROCKY BEAR RX FALL19 UNIT1"
