Visit_ID,Point_ID,Survey_Date,Visit_no,St_time,Survey_length,Wind,Temp_C,Observer,Recorder,Reviewer,Comments
EMPAID_H06_2017-06-23,EMPAID_H06,2017-06-23,3,1/0/00,270,1,999,J9W,J9W,J9W,
EMPAID_H06_2018-05-14,EMPAID_H06,2018-05-14,1,1/0/00,270,0,999,KMC,KMC,KMC,"DR to the S, start time is an estimate"
EMPAID_H06_2018-06-12,EMPAID_H06,2018-06-12,2,1/0/00,270,0,999,GPH,GPH,GPH,"Hwy noise moderate, no WP, start time is an estimate"
EMPAID_H06_2018-06-25,EMPAID_H06,2018-06-25,3,1/0/00,270,0,999,ENB,ENB,ENB,"M PIWO flew up quietly, M BBWO, start time is an estimate"
EMPAID_H06_2019-05-16,EMPAID_H06,2019-05-16,1,1/0/00,270,0,999,RNM,RNM,RNM,"no detections, start time is an estimate"
EMPAID_H06_2019-06-10,EMPAID_H06,2019-06-10,2,1/0/00,270,2,999,RNM,RNM,RNM,"RTHA flying through trees, no detections, start time is an estimate"
EMPAID_H07_2012-05-22,EMPAID_H07,2012-05-22,1,1/0/00,270,0,6.6,PEJ,PEJ,RSS,***survey ended upon detection; during 3rd (last) FoxPro sequence HAWO ACA ~50m to S w/1:31 remaining. PIWO CA ~60m N
EMPAID_H07_2012-06-11,EMPAID_H07,2012-06-11,2,1/0/00,270,1,7,RSS,RSS,999,***survey ended upon detection
EMPAID_H07_2012-06-25,EMPAID_H07,2012-06-25,3,1/0/00,270,0,9.5,DJH,DJH,RSS,***survey ended upon detection
EMPAID_H07_2013-06-07,EMPAID_H07,2013-06-07,1,1/0/00,270,0,15.5,DJR,DJR,DJR,Transect H surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs
EMPAID_H07_2013-06-18,EMPAID_H07,2013-06-18,2,1/0/00,270,0,14,EMS,EMS,EMS,Transect H surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs
EMPAID_H07_2016-05-05,EMPAID_H07,2016-05-05,1,1/0/00,270,0,999,JAM,JAM,JAM,"Detected PIWO during WHWO broadcast toward #6, start time estimated"
EMPAID_H07_2016-05-12,EMPAID_H07,2016-05-12,2,1/0/00,270,2,999,JAM,JAM,JAM,start time estimated
EMPAID_H07_2016-05-25,EMPAID_H07,2016-05-25,3,1/0/00,270,1,999,KMM,KMM,KMM,start time estimated
EMPAID_H07_2017-06-02,EMPAID_H07,2017-06-02,1,1/0/00,270,2,999,CAS,CAS,PRG,
EMPAID_H07_2017-06-09,EMPAID_H07,2017-06-09,2,1/0/00,270,0,999,JAM,JAM,999,
EMPAID_H07_2017-06-23,EMPAID_H07,2017-06-23,3,1/0/00,270,1,999,J9W,J9W,J9W,
EMPAID_H07_2018-05-14,EMPAID_H07,2018-05-14,1,1/0/00,270,0,999,KMC,KMC,KMC,"DR to the W, start time is an estimate"
EMPAID_H07_2018-06-12,EMPAID_H07,2018-06-12,2,1/0/00,270,0,999,GPH,GPH,GPH,"Hwy noise low, PIWO, start time is an estimate"
EMPAID_H07_2018-06-25,EMPAID_H07,2018-06-25,3,1/0/00,270,0,999,ENB,ENB,ENB,"NOFL CA, light traffic noise, start time is an estimate"
EMPAID_H07_2019-05-16,EMPAID_H07,2019-05-16,1,1/0/00,270,1,999,RNM,RNM,RNM,"F HAWO flew in and CA during WHWO survey, no detections, start time is an estimate"
EMPAID_H07_2019-06-10,EMPAID_H07,2019-06-10,2,1/0/00,270,2,999,RNM,RNM,RNM,"RTHA flew in, PE and CA, no detections, start time is an estimate"
EMPAID_H08_2012-05-22,EMPAID_H08,2012-05-22,1,1/0/00,270,0,7.2,PEJ,PEJ,RSS,***survey ended upon detection; Started raining with 3:37 remaining
EMPAID_H08_2012-06-11,EMPAID_H08,2012-06-11,2,1/0/00,270,1,8.25,RSS,RSS,999,***survey ended upon detection
EMPAID_H08_2012-06-25,EMPAID_H08,2012-06-25,3,1/0/00,270,0,10,DJH,DJH,RSS,***survey ended upon detection
EMPAID_H08_2013-06-07,EMPAID_H08,2013-06-07,1,1/0/00,270,0,15.5,DJR,DJR,DJR,Transect H surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs
EMPAID_H08_2013-06-18,EMPAID_H08,2013-06-18,2,1/0/00,270,0,15.5,EMS,EMS,EMS,"Transect H surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs; PIWO CA, no visual"
EMPAID_H08_2016-05-05,EMPAID_H08,2016-05-05,1,1/0/00,270,0,999,JAM,JAM,JAM,start time estimated
EMPAID_H08_2016-05-12,EMPAID_H08,2016-05-12,2,1/0/00,270,1,999,JAM,JAM,JAM,start time estimated
EMPAID_H08_2016-05-25,EMPAID_H08,2016-05-25,3,1/0/00,270,1,999,KMM,KMM,KMM,start time estimated
EMPAID_H08_2017-06-02,EMPAID_H08,2017-06-02,1,1/0/00,270,2,999,CAS,CAS,PRG,
EMPAID_H08_2017-06-09,EMPAID_H08,2017-06-09,2,1/0/00,270,1,999,JAM,JAM,999,
EMPAID_H08_2017-06-23,EMPAID_H08,2017-06-23,3,1/0/00,270,1,999,J9W,J9W,J9W,
EMPAID_H08_2018-05-14,EMPAID_H08,2018-05-14,1,1/0/00,270,0,999,KMC,KMC,KMC,"TUVU soaring overhead, start time is an estimate"
EMPAID_H08_2018-06-12,EMPAID_H08,2018-06-12,2,1/0/00,270,0,999,GPH,GPH,GPH,"PIWO flew in from N, likely same bird as pt7, start time is an estimate"
EMPAID_H08_2018-06-25,EMPAID_H08,2018-06-25,3,1/0/00,270,1,999,ENB,ENB,ENB,"light traffic noise, no WP, start time is an estimate"
EMPAID_H08_2019-05-16,EMPAID_H08,2019-05-16,1,1/0/00,270,1,999,RNM,RNM,RNM,"no detections, start time is an estimate"
EMPAID_H08_2019-06-10,EMPAID_H08,2019-06-10,2,1/0/00,270,2,999,RNM,RNM,RNM,"no detections, start time is an estimate"
EMPAID_H09_2012-05-22,EMPAID_H09,2012-05-22,1,1/0/00,270,0,7.9,PEJ,PEJ,RSS,***survey ended upon detection
EMPAID_H09_2012-06-11,EMPAID_H09,2012-06-11,2,1/0/00,270,1,8.75,RSS,RSS,999,"***survey ended upon detection; Heard DR in S/SW ~100m before PC.  Traffic steady, loud.  Saw/heard HAWO in this area on previous day.  Possibly same one today (DR)."
EMPAID_H09_2012-06-25,EMPAID_H09,2012-06-25,3,1/0/00,270,0,10,DJH,DJH,RSS,***survey ended upon detection; PIWO CA
EMPAID_H09_2013-06-07,EMPAID_H09,2013-06-07,1,1/0/00,270,0,13,DJR,DJR,DJR,Transect H surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs
EMPAID_H09_2013-06-18,EMPAID_H09,2013-06-18,2,1/0/00,270,0,13,EMS,EMS,EMS,Transect H surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs
EMPAID_H09_2016-05-05,EMPAID_H09,2016-05-05,1,1/0/00,270,0,999,JAM,JAM,JAM,start time estimated
EMPAID_H09_2016-05-12,EMPAID_H09,2016-05-12,2,1/0/00,270,2,999,JAM,JAM,JAM,"Heard PIWO call during WHWO broadcast, start time estimated"
EMPAID_H09_2016-05-25,EMPAID_H09,2016-05-25,3,1/0/00,270,1,999,KMM,KMM,KMM,"PIWO detected, start time estimated"
EMPAID_H09_2017-06-02,EMPAID_H09,2017-06-02,1,1/0/00,270,2,999,CAS,CAS,PRG,Highway noise/creek noise
EMPAID_H09_2017-06-09,EMPAID_H09,2017-06-09,2,1/0/00,270,1,999,JAM,JAM,999,
EMPAID_H09_2017-06-23,EMPAID_H09,2017-06-23,3,1/0/00,270,1,999,J9W,J9W,J9W,
EMPAID_H09_2018-05-14,EMPAID_H09,2018-05-14,1,1/0/00,270,0,999,KMC,KMC,KMC,"No signs of woodpeckers, start time is an estimate"
EMPAID_H09_2018-06-12,EMPAID_H09,2018-06-12,2,1/0/00,270,0,999,GPH,GPH,GPH,"Hwy noise high, start time is an estimate"
EMPAID_H09_2018-06-25,EMPAID_H09,2018-06-25,3,1/0/00,270,0,999,ENB,ENB,ENB,"moderate traffic noise, no WP, start time is an estimate"
EMPAID_H09_2019-05-16,EMPAID_H09,2019-05-16,1,1/0/00,270,3,999,RNM,RNM,RNM,"possible WHWO CA, but no visual and not 100%, river and highway loud, PIWO 180 deg CA 2x, start time is an estimate"
EMPAID_H09_2019-06-10,EMPAID_H09,2019-06-10,2,1/0/00,270,1,999,RNM,RNM,RNM,"no detections, start time is an estimate"
EMPAID_H10_2012-05-22,EMPAID_H10,2012-05-22,1,1/0/00,270,0,8,PEJ,PEJ,RSS,***survey ended upon detection; Blue thermometer
EMPAID_H10_2012-06-11,EMPAID_H10,2012-06-11,2,1/0/00,270,1,8.5,RSS,RSS,999,***survey ended upon detection; DR heard on way from H9 in S/SE (PIWO? b/c DR was solid but brief).  Traffic noisy and steady
EMPAID_H10_2012-06-25,EMPAID_H10,2012-06-25,3,1/0/00,270,0,9,DJH,DJH,RSS,***survey ended upon detection
EMPAID_H10_2013-06-07,EMPAID_H10,2013-06-07,1,1/0/00,270,0,12,DJR,DJR,DJR,Transect H surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs
EMPAID_H10_2013-06-18,EMPAID_H10,2013-06-18,2,1/0/00,270,0,15.5,EMS,EMS,EMS,Transect H surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs
EMPAID_H10_2016-05-05,EMPAID_H10,2016-05-05,1,1/0/00,270,1,999,JAM,JAM,JAM,"PIWO called in distance, start time estimated"
EMPAID_H10_2016-05-12,EMPAID_H10,2016-05-12,2,1/0/00,270,0,999,JAM,JAM,JAM,start time estimated
EMPAID_H10_2016-05-25,EMPAID_H10,2016-05-25,3,1/0/00,270,1,999,KMM,KMM,KMM,"PIWO detected, Lots of noise from HWY 55 and creek, start time estimated"
EMPAID_H10_2017-06-02,EMPAID_H10,2017-06-02,1,1/0/00,270,2,999,CAS,CAS,PRG,Highway noise/creek noise
EMPAID_H10_2017-06-09,EMPAID_H10,2017-06-09,2,1/0/00,270,1,999,JAM,JAM,999,
EMPAID_H10_2017-06-23,EMPAID_H10,2017-06-23,3,1/0/00,270,1,999,J9W,J9W,J9W,
EMPAID_H10_2018-05-14,EMPAID_H10,2018-05-14,1,1/0/00,270,0,999,KMC,KMC,KMC,PIWO CA to the E
EMPAID_H10_2018-06-12,EMPAID_H10,2018-06-12,2,1/0/00,270,0,999,GPH,GPH,GPH,"Hwy noise high, no WP"
EMPAID_H10_2018-06-25,EMPAID_H10,2018-06-25,3,1/0/00,270,0,999,ENB,ENB,ENB,"loud traffic noise, no WP"
EMPAID_H10_2019-05-16,EMPAID_H10,2019-05-16,1,1/0/00,270,3,999,RNM,RNM,RNM,"rivers and highway loud, no detections, start time is an estimate"
EMPAID_H10_2019-06-10,EMPAID_H10,2019-06-10,2,1/0/00,270,1,999,RNM,RNM,RNM,"no detections, start time is an estimate"
EMPAID_I01_2012-05-17,EMPAID_I01,2012-05-17,1,1/0/00,270,1,10.1,ARK,ARK,999,***survey ended upon detection
EMPAID_I01_2012-06-08,EMPAID_I01,2012-06-08,2,1/0/00,270,0,6,DJH,DJH,ARK,***survey ended upon detection; silver thermometer
EMPAID_I01_2012-06-22,EMPAID_I01,2012-06-22,3,1/0/00,270,1,19.5,RSS,RSS,PEJ,***survey ended upon detection
EMPAID_I01_2013-05-31,EMPAID_I01,2013-05-31,1,1/0/00,270,0,999,DJR,DJR,DJR,Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for PCT 2; temp not recorded; PCT 4-10 Visit 1 completed 6 Jun 2013
EMPAID_I01_2013-06-20,EMPAID_I01,2013-06-20,2,1/0/00,270,0,4,MAP,MAP,MAP,"Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs; PCT 5, 6, 8-10 Visit 2 completed 28 Jun 2013"
EMPAID_I01_2014-05-27,EMPAID_I01,2014-05-27,1,1/0/00,270,0,999,DJR,DJR,DJR,start time approx
EMPAID_I01_2014-06-17,EMPAID_I01,2014-06-17,2,1/0/00,270,0,999,DJR,DJR,DJR,Start time approx
EMPAID_I01_2016-05-05,EMPAID_I01,2016-05-05,1,1/0/00,270,0,999,NJC,NJC,NJC,"Possibly same bird as from #2 calling from same direction, start time estimated"
EMPAID_I01_2016-05-12,EMPAID_I01,2016-05-12,2,1/0/00,270,1,999,PRG,PRG,PRG,"PIWO pair flew in N of point, start time estimated"
EMPAID_I01_2016-05-24,EMPAID_I01,2016-05-24,3,1/0/00,270,1,999,NJC,NJC,NJC,start time estimated
EMPAID_I01_2017-06-08,EMPAID_I01,2017-06-08,1,1/0/00,270,1,999,JAM,JAM,999,
EMPAID_I01_2017-06-23,EMPAID_I01,2017-06-23,2,1/0/00,270,1,999,PRG,PRG,999,
EMPAID_I01_2017-06-27,EMPAID_I01,2017-06-27,3,1/0/00,270,1,999,CAS,CAS,999,
EMPAID_I01_2018-05-01,EMPAID_I01,2018-05-01,1,1/0/00,270,0,999,GPH,GPH,GPH,Unk WP DR to N
EMPAID_I01_2018-05-17,EMPAID_I01,2018-05-17,2,1/0/00,270,0,999,KMC,KMC,KMC,PIWO CA after survey
EMPAID_I01_2018-06-18,EMPAID_I01,2018-06-18,3,1/0/00,270,0,999,GPH,GPH,GPH,no WP
EMPAID_I01_2019-05-16,EMPAID_I01,2019-05-16,1,1/0/00,270,1,999,DBR,DBR,DBR,start time is an estimate
EMPAID_I01_2019-06-05,EMPAID_I01,2019-06-05,2,1/0/00,270,0,999,DBR,DBR,DBR,start time is an estimate
EMPAID_I02_2012-05-17,EMPAID_I02,2012-05-17,1,1/0/00,270,0,10,ARK,ARK,999,***survey ended upon detection
EMPAID_I02_2012-06-08,EMPAID_I02,2012-06-08,2,1/0/00,270,0,6,DJH,DJH,ARK,***survey ended upon detection
EMPAID_I02_2012-06-22,EMPAID_I02,2012-06-22,3,1/0/00,270,0,19.5,RSS,RSS,PEJ,***survey ended upon detection; PIWO CA to W/NW 150+m after survey
EMPAID_I02_2013-05-31,EMPAID_I02,2013-05-31,1,1/0/00,270,0,999,DJR,DJR,DJR,Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for PCT 2; temp not recorded; PCT 4-10 Visit 1 completed 6 Jun 2013
EMPAID_I02_2013-06-20,EMPAID_I02,2013-06-20,2,1/0/00,270,0,4,MAP,MAP,MAP,"Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs; PCT 5, 6, 8-10 Visit 2 completed 28 Jun 2013"
EMPAID_I02_2014-05-27,EMPAID_I02,2014-05-27,1,1/0/00,270,0,999,DJR,DJR,DJR,start time approx
EMPAID_I02_2014-06-17,EMPAID_I02,2014-06-17,2,1/0/00,270,0,999,DJR,DJR,DJR,Start time approx
EMPAID_I02_2016-05-05,EMPAID_I02,2016-05-05,1,1/0/00,270,0,999,NJC,NJC,NJC,"Also had same PIWO from 4 flying around me again, start time estimated"
EMPAID_I02_2016-05-12,EMPAID_I02,2016-05-12,2,1/0/00,270,1,999,PRG,PRG,PRG,"PIWO called from greater than 50m, flew in to about 10m away, start time estimated"
EMPAID_I02_2016-05-24,EMPAID_I02,2016-05-24,3,1/0/00,270,1,999,NJC,NJC,NJC,"PIWO calling from #3 >50m, start time estimated"
EMPAID_I02_2017-06-08,EMPAID_I02,2017-06-08,1,1/0/00,270,1,999,JAM,JAM,999,
EMPAID_I02_2017-06-23,EMPAID_I02,2017-06-23,2,1/0/00,270,0,999,PRG,PRG,999,
EMPAID_I02_2017-06-27,EMPAID_I02,2017-06-27,3,1/0/00,270,1,999,CAS,CAS,999,PIWO DR ~200m SSE of RBI02 during 1st WHWO broadcast
EMPAID_I02_2018-05-01,EMPAID_I02,2018-05-01,1,1/0/00,270,0,999,GPH,GPH,GPH,"DR coming from N and W, start time is an estimate"
EMPAID_I02_2018-05-17,EMPAID_I02,2018-05-17,2,1/0/00,270,0,999,KMC,KMC,KMC,"PIWO CA E, start time is an estimate"
EMPAID_I02_2018-06-18,EMPAID_I02,2018-06-18,3,1/0/00,270,0,999,GPH,GPH,GPH,"no WP, start time is an estimate"
EMPAID_I02_2019-05-16,EMPAID_I02,2019-05-16,1,1/0/00,270,1,999,DBR,DBR,DBR,start time is an estimate
EMPAID_I02_2019-06-05,EMPAID_I02,2019-06-05,2,1/0/00,270,0,999,DBR,DBR,DBR,start time is an estimate
EMPAID_I03_2012-05-17,EMPAID_I03,2012-05-17,1,1/0/00,270,0,9.6,ARK,ARK,999,***survey ended upon detection
EMPAID_I03_2012-06-08,EMPAID_I03,2012-06-08,2,1/0/00,270,0,8,DJH,DJH,ARK,***survey ended upon detection
EMPAID_I03_2012-06-22,EMPAID_I03,2012-06-22,3,1/0/00,270,1,19,RSS,RSS,PEJ,***survey ended upon detection; DR (same from I04) to W 150m. PIWO CA to N ~100m after PC survey
EMPAID_I03_2013-05-31,EMPAID_I03,2013-05-31,1,1/0/00,270,0,999,DJR,DJR,DJR,Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for PCT 2; temp not recorded; PCT 4-10 Visit 1 completed 6 Jun 2013
EMPAID_I03_2013-06-20,EMPAID_I03,2013-06-20,2,1/0/00,270,0,4,MAP,MAP,MAP,"Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs; PCT 5, 6, 8-10 Visit 2 completed 28 Jun 2013"
EMPAID_I03_2014-05-27,EMPAID_I03,2014-05-27,1,1/0/00,270,0,999,DJR,DJR,DJR,start time approx
EMPAID_I03_2014-06-17,EMPAID_I03,2014-06-17,2,1/0/00,270,0,999,DJR,DJR,DJR,Start time approx
EMPAID_I03_2016-05-05,EMPAID_I03,2016-05-05,1,1/0/00,270,0,999,NJC,NJC,NJC,"Same PIWO from 4 flying around me, start time estimated"
EMPAID_I03_2016-05-12,EMPAID_I03,2016-05-12,2,1/0/00,270,1,999,PRG,PRG,PRG,"PIWO male flew in first, then female hung around area foraging, start time estimated"
EMPAID_I03_2016-05-24,EMPAID_I03,2016-05-24,3,1/0/00,270,1,999,NJC,NJC,NJC,"PIWO detected, start time estimated"
EMPAID_I03_2017-06-08,EMPAID_I03,2017-06-08,1,1/0/00,270,0,999,JAM,JAM,999,"(PIWO)Responded to 2nd BC, did not fly in"
EMPAID_I03_2017-06-23,EMPAID_I03,2017-06-23,2,1/0/00,270,1,999,PRG,PRG,999,
EMPAID_I03_2017-06-27,EMPAID_I03,2017-06-27,3,1/0/00,270,1,999,CAS,CAS,999,PIWO CA during WHWO broadcast #2 ~100m NW of point RBI03. PIWO DR SE of RBI03 ~100m
EMPAID_I03_2018-05-01,EMPAID_I03,2018-05-01,1,1/0/00,270,0,999,GPH,GPH,GPH,"possible PIWO CA, DR; HAWO CA to S, start time is an estimate"
EMPAID_I03_2018-05-17,EMPAID_I03,2018-05-17,2,1/0/00,270,0,999,KMC,KMC,KMC,"PIWO CA W, start time is an estimate"
EMPAID_I03_2018-06-18,EMPAID_I03,2018-06-18,3,1/0/00,270,0,999,GPH,GPH,GPH,"PIWO DR, start time is an estimate"
EMPAID_I03_2019-05-16,EMPAID_I03,2019-05-16,1,1/0/00,270,0,999,DBR,DBR,DBR,"detected PIWO, start time is an estimate"
EMPAID_I03_2019-06-05,EMPAID_I03,2019-06-05,2,1/0/00,270,1,999,DBR,DBR,DBR,start time is an estimate
EMPAID_I04_2012-05-17,EMPAID_I04,2012-05-17,1,1/0/00,270,1,9.5,ARK,ARK,999,***survey ended upon detection
EMPAID_I04_2012-06-08,EMPAID_I04,2012-06-08,2,1/0/00,270,0,8,DJH,DJH,ARK,***survey ended upon detection
EMPAID_I04_2012-06-22,EMPAID_I04,2012-06-22,3,1/0/00,270,0,20,RSS,RSS,PEJ,***survey ended upon detection; Prob PIWO DR to N/NW
EMPAID_I04_2013-06-06,EMPAID_I04,2013-06-06,1,1/0/00,270,0,10,DJR,DJR,DJR,Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCT; PCT 1-3 visit 1 completed 31 May 2013
EMPAID_I04_2013-06-20,EMPAID_I04,2013-06-20,2,1/0/00,270,0,5,MAP,MAP,MAP,"Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs; PCT 5, 6, 8-10 Visit 2 completed 28 Jun 2013"
EMPAID_I04_2014-05-27,EMPAID_I04,2014-05-27,1,1/0/00,270,0,999,DJR,DJR,DJR,2 guys chainsawing in ravine adjacent to PC4 - thinning?; start time approx
EMPAID_I04_2014-06-17,EMPAID_I04,2014-06-17,2,1/0/00,270,0,999,DJR,DJR,DJR,Start time approx
EMPAID_I04_2016-05-05,EMPAID_I04,2016-05-05,1,1/0/00,270,0,999,NJC,NJC,NJC,start time estimated
EMPAID_I04_2016-05-12,EMPAID_I04,2016-05-12,2,1/0/00,270,1,999,PRG,PRG,PRG,start time estimated
EMPAID_I04_2016-05-24,EMPAID_I04,2016-05-24,3,1/0/00,270,1,999,NJC,NJC,NJC,start time estimated
EMPAID_I04_2017-06-08,EMPAID_I04,2017-06-08,1,1/0/00,270,1,999,JAM,JAM,999,
EMPAID_I04_2017-06-23,EMPAID_I04,2017-06-23,2,1/0/00,270,1,999,PRG,PRG,999,
EMPAID_I04_2017-06-27,EMPAID_I04,2017-06-27,3,1/0/00,270,1,999,CAS,CAS,999,
EMPAID_I04_2018-05-01,EMPAID_I04,2018-05-01,1,1/0/00,270,0,999,GPH,GPH,GPH,"PIWO CA from N, DR from another bird from N, start time is an estimate"
EMPAID_I04_2018-05-17,EMPAID_I04,2018-05-17,2,1/0/00,270,0,999,KMC,KMC,KMC,"PIWO CA W, start time is an estimate"
EMPAID_I04_2018-06-18,EMPAID_I04,2018-06-18,3,1/0/00,270,0,999,GPH,GPH,GPH,"Drumming to E, start time is an estimate"
EMPAID_I04_2019-05-16,EMPAID_I04,2019-05-16,1,1/0/00,270,1,999,DBR,DBR,DBR,"PIWO CA before any CA were made, start time is an estimate"
EMPAID_I04_2019-06-05,EMPAID_I04,2019-06-05,2,1/0/00,270,2,999,DBR,DBR,DBR,"BBWO, start time is an estimate"
EMPAID_I05_2012-05-17,EMPAID_I05,2012-05-17,1,1/0/00,270,1,9.1,ARK,ARK,999,"***survey ended upon detection; PIWO, HAWO"
EMPAID_I05_2012-06-08,EMPAID_I05,2012-06-08,2,1/0/00,270,0,8,DJH,DJH,ARK,***survey ended upon detection
EMPAID_I05_2012-06-22,EMPAID_I05,2012-06-22,3,1/0/00,270,0,15,RSS,RSS,PEJ,"***survey ended upon detection; Heard foraging sounds first to S/SW, then W/SW ~50m, no visual."
EMPAID_I05_2013-06-06,EMPAID_I05,2013-06-06,1,1/0/00,270,0,10,DJR,DJR,DJR,Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCT; PCT 1-3 visit 1 completed 31 May 2013; PIWO CA from across draw
EMPAID_I05_2013-06-28,EMPAID_I05,2013-06-28,2,1/0/00,270,0,16,MAP,MAP,MAP,"Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs; PCT 1-4, 7 Visit 2 completed 20 Jun 2013; AD black bear obs at PCT 5"
EMPAID_I05_2014-05-27,EMPAID_I05,2014-05-27,1,1/0/00,270,0,999,DJR,DJR,DJR,start time approx
EMPAID_I05_2014-06-17,EMPAID_I05,2014-06-17,2,1/0/00,270,0,999,DJR,DJR,DJR,Start time approx
EMPAID_I05_2016-05-05,EMPAID_I05,2016-05-05,1,1/0/00,270,0,999,NJC,NJC,NJC,start time estimated
EMPAID_I05_2016-05-12,EMPAID_I05,2016-05-12,2,1/0/00,270,1,999,PRG,PRG,PRG,"As I got back to my car, PIWO called within 50m, could not detect see, start time estimated"
EMPAID_I05_2016-05-24,EMPAID_I05,2016-05-24,3,1/0/00,270,0,999,NJC,NJC,NJC,start time estimated
EMPAID_I05_2017-06-08,EMPAID_I05,2017-06-08,1,1/0/00,270,0,999,JAM,JAM,999,
EMPAID_I05_2017-06-23,EMPAID_I05,2017-06-23,2,1/0/00,270,0,999,PRG,PRG,999,
EMPAID_I05_2017-06-27,EMPAID_I05,2017-06-27,3,1/0/00,270,1,999,CAS,CAS,999,PIWO CA during WHWO broadcast ~150m NE of point RBI05
EMPAID_I05_2018-05-01,EMPAID_I05,2018-05-01,1,1/0/00,270,0,999,GPH,GPH,GPH,"PIWO CA, start time is an estimate"
EMPAID_I05_2018-05-17,EMPAID_I05,2018-05-17,2,1/0/00,270,0,999,KMC,KMC,KMC,"NOFL 50m, start time is an estimate"
EMPAID_I05_2018-06-18,EMPAID_I05,2018-06-18,3,1/0/00,270,0,999,GPH,GPH,GPH,"M HAWO flew in, FOR, start time is an estimate"
EMPAID_I05_2019-05-16,EMPAID_I05,2019-05-16,1,1/0/00,270,1,999,DBR,DBR,DBR,start time is an estimate
EMPAID_I05_2019-06-05,EMPAID_I05,2019-06-05,2,1/0/00,270,2,999,DBR,DBR,DBR,start time is an estimate
EMPAID_I06_2012-05-17,EMPAID_I06,2012-05-17,1,1/0/00,270,0,9,ARK,ARK,999,***survey ended upon detection; HAWO response
EMPAID_I06_2012-06-08,EMPAID_I06,2012-06-08,2,1/0/00,270,0,8,DJH,DJH,ARK,***survey ended upon detection
EMPAID_I06_2012-06-22,EMPAID_I06,2012-06-22,3,1/0/00,270,0,14.75,RSS,RSS,PEJ,***survey ended upon detection; Drizzle before PC.  HAWO rattle to NW ~50m
EMPAID_I06_2013-06-06,EMPAID_I06,2013-06-06,1,1/0/00,270,0,9,DJR,DJR,DJR,Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCT; PCT 1-3 visit 1 completed 31 May 2013
EMPAID_I06_2013-06-28,EMPAID_I06,2013-06-28,2,1/0/00,270,0,15.5,MAP,MAP,MAP,"Transect I surveyed by Payette NF in 2013 (2 visits only);  start time is an estimate for most PCTs; PCT 1-4, 7 Visit 2 completed 20 Jun 2013"
EMPAID_I06_2014-05-27,EMPAID_I06,2014-05-27,1,1/0/00,270,0,999,DJR,DJR,DJR,start time approx
EMPAID_I06_2014-06-17,EMPAID_I06,2014-06-17,2,1/0/00,270,0,999,DJR,DJR,DJR,Start time approx
EMPAID_I06_2016-05-05,EMPAID_I06,2016-05-05,1,1/0/00,270,0,999,NJC,NJC,NJC,start time estimated
EMPAID_I06_2016-05-12,EMPAID_I06,2016-05-12,2,1/0/00,270,1,999,PRG,PRG,PRG,"PIWO drummed a few times after first broadcast, did not come in, start time estimated"
EMPAID_I06_2016-05-24,EMPAID_I06,2016-05-24,3,1/0/00,270,1,999,NJC,NJC,NJC,start time estimated
EMPAID_I06_2017-06-08,EMPAID_I06,2017-06-08,1,1/0/00,270,1,999,JAM,JAM,999,
EMPAID_I06_2017-06-23,EMPAID_I06,2017-06-23,2,1/0/00,270,1,999,PRG,PRG,999,"(PIWO)Flew in during 1st WHWO broadcast, roughly from the WSW."
EMPAID_I06_2017-06-27,EMPAID_I06,2017-06-27,3,1/0/00,270,1,999,CAS,CAS,999,
EMPAID_I06_2018-05-01,EMPAID_I06,2018-05-01,1,1/0/00,270,0,999,GPH,GPH,GPH,"NOFL CA, start time is an estimate"
EMPAID_I06_2018-05-17,EMPAID_I06,2018-05-17,2,1/0/00,270,0,999,KMC,KMC,KMC,"PIWO DR and CA to NW, start time is an estimate"
EMPAID_I06_2018-06-18,EMPAID_I06,2018-06-18,3,1/0/00,270,0,999,GPH,GPH,GPH,"M HAWO FOR sm PIPO snag, start time is an estimate"
EMPAID_I06_2019-05-16,EMPAID_I06,2019-05-16,1,1/0/00,270,2,999,DBR,DBR,DBR,start time is an estimate
EMPAID_I06_2019-06-05,EMPAID_I06,2019-06-05,2,1/0/00,270,1,999,DBR,DBR,DBR,start time is an estimate
